"orderid","date","customerid","product","quantity","unitprice","shippingaddress","paymentmethod","orderstatus","trackingnumber","itemsincart","couponcode","referralsource","totalprice"
"ORD200944","2024-12-16","C32687","Laptop",2,426.22,"448 Main St","Online","Delivered","TRK98284560",7,"WINTER15","Google",852.44
"ORD200946","2024-05-04","C65021","Phone",2,404.96,"546 Main St","Cash","Shipped","TRK20626179",4,"SAVE10","Email",809.92
"ORD200947","2023-09-07","C85520","Phone",4,465.66,"119 Main St","Online","Returned","TRK65994177",9,"FREESHIP","Email",1862.64
"ORD200949","2023-11-09","C55778","Desk",5,110.38,"319 Main St","Cash","Pending","TRK93797108",10,"No Coupon","Referral",551.90
"ORD200951","2024-07-22","C74928","Printer",2,306.24,"589 Main St","Online","Returned","TRK39845914",4,"FREESHIP","Email",612.48
"ORD200952","2025-02-27","C49111","Monitor",3,503.39,"225 Main St","Online","Pending","TRK45303393",5,"No Coupon","Facebook",1510.17
"ORD200953","2023-02-06","C43721","Phone",1,131.61,"971 Main St","Cash","Shipped","TRK89392104",2,"FREESHIP","Facebook",131.61
"ORD200957","2023-01-12","C73575","Monitor",5,643.89,"851 Main St","Cash","Returned","TRK23387612",8,"WINTER15","Facebook",3219.45
"ORD200961","2024-11-11","C55464","Phone",1,601.36,"532 Main St","Online","Shipped","TRK81178598",1,"No Coupon","Facebook",601.36
"ORD200963","2024-03-11","C88075","Chair",5,530.34,"970 Main St","Online","Shipped","TRK42832976",9,"FREESHIP","Google",2651.70
"ORD200970","2024-09-07","C72664","Desk",1,627.15,"241 Main St","Cash","Delivered","TRK86694331",5,"SAVE10","Instagram",627.15
"ORD200971","2024-05-27","C32650","Monitor",2,605.26,"934 Main St","Cash","Cancelled","TRK66648743",4,"WINTER15","Referral",1210.52
"ORD200972","2024-06-09","C66438","Laptop",1,90.27,"816 Main St","Cash","Delivered","TRK32035271",5,"SAVE10","Facebook",90.27
"ORD200973","2025-06-09","C70010","Desk",5,230.77,"141 Main St","Online","Pending","TRK50594008",10,"WINTER15","Referral",1153.85
"ORD200977","2023-01-28","C85841","Chair",4,649.47,"608 Main St","Cash","Pending","TRK99820544",8,"SAVE10","Google",2597.88
"ORD200978","2024-06-25","C41508","Printer",4,107.49,"993 Main St","Cash","Delivered","TRK61047536",5,"No Coupon","Google",429.96
"ORD200979","2023-05-31","C75018","Monitor",3,669.06,"299 Main St","Cash","Delivered","TRK51794806",7,"SAVE10","Facebook",2007.18
"ORD200980","2023-10-14","C84320","Chair",3,69.65,"107 Main St","Cash","Delivered","TRK81093218",7,"WINTER15","Instagram",208.95
"ORD200995","2023-11-18","C99271","Monitor",2,113.29,"959 Main St","Cash","Pending","TRK87832736",5,"SAVE10","Facebook",226.58
"ORD200997","2023-11-27","C26210","Laptop",3,444.75,"805 Main St","Cash","Delivered","TRK40616861",6,"SAVE10","Facebook",1334.25
"ORD200999","2023-12-24","C61957","Printer",1,483.38,"652 Main St","Cash","Pending","TRK43983841",6,"FREESHIP","Google",483.38
"ORD201000","2023-06-21","C90132","Printer",5,260.93,"582 Main St","Online","Delivered","TRK52664903",9,"SAVE10","Email",1304.65
"ORD201002","2025-06-19","C83911","Tablet",4,699.88,"944 Main St","Cash","Pending","TRK33188106",5,"WINTER15","Referral",2799.52
"ORD201003","2023-01-11","C84700","Printer",5,319.97,"582 Main St","Cash","Shipped","TRK14706969",7,"SAVE10","Google",1599.85
"ORD201004","2025-06-09","C87529","Chair",4,246.91,"296 Main St","Online","Pending","TRK15739505",8,"SAVE10","Referral",987.64
"ORD201006","2024-05-27","C27435","Tablet",5,420.98,"860 Main St","Cash","Delivered","TRK91458233",7,"SAVE10","Facebook",2104.90
"ORD201007","2024-03-20","C46651","Monitor",2,73.26,"839 Main St","Cash","Pending","TRK60444502",4,"WINTER15","Facebook",146.52
"ORD201008","2023-01-13","C62557","Monitor",3,410.88,"257 Main St","Cash","Delivered","TRK12742366",8,"FREESHIP","Instagram",1232.64
"ORD201011","2024-12-03","C47823","Phone",2,478.36,"654 Main St","Online","Shipped","TRK22271097",3,"No Coupon","Google",956.72
"ORD201012","2024-12-03","C84570","Printer",4,30.05,"301 Main St","Online","Returned","TRK12551882",6,"No Coupon","Facebook",120.20
"ORD201013","2025-04-26","C91123","Laptop",4,300.56,"842 Main St","Cash","Cancelled","TRK49568409",9,"FREESHIP","Facebook",1202.24
"ORD201015","2024-01-26","C97454","Printer",2,349.40,"892 Main St","Online","Shipped","TRK73249329",2,"SAVE10","Instagram",698.80
"ORD201018","2023-07-08","C77499","Laptop",3,182.48,"209 Main St","Cash","Delivered","TRK20703086",3,"No Coupon","Instagram",547.44
"ORD201019","2024-04-06","C28386","Desk",1,277.09,"293 Main St","Cash","Returned","TRK32954229",2,"SAVE10","Referral",277.09
"ORD201020","2024-04-22","C50211","Tablet",2,26.50,"312 Main St","Online","Delivered","TRK47787981",3,"SAVE10","Instagram",53.00
"ORD201023","2024-09-23","C65251","Laptop",5,233.67,"291 Main St","Cash","Shipped","TRK32059025",10,"No Coupon","Referral",1168.35
"ORD201024","2024-01-29","C90612","Chair",3,367.75,"731 Main St","Cash","Pending","TRK93022878",7,"FREESHIP","Facebook",1103.25
"ORD201026","2023-05-01","C55454","Monitor",1,677.48,"807 Main St","Online","Delivered","TRK13281370",1,"WINTER15","Facebook",677.48
"ORD201027","2024-05-21","C93467","Laptop",4,554.83,"983 Main St","Cash","Returned","TRK77377373",6,"No Coupon","Google",2219.32
"ORD201028","2023-02-17","C60042","Desk",4,440.31,"610 Main St","Cash","Cancelled","TRK84651559",6,"No Coupon","Instagram",1761.24
"ORD201032","2023-04-20","C26188","Chair",1,618.68,"990 Main St","Online","Delivered","TRK61634201",6,"WINTER15","Referral",618.68
"ORD201034","2024-06-16","C84524","Printer",4,517.98,"766 Main St","Cash","Cancelled","TRK76751888",8,"FREESHIP","Facebook",2071.92
"ORD201035","2023-11-12","C70315","Laptop",4,506.11,"911 Main St","Cash","Cancelled","TRK97732085",5,"No Coupon","Referral",2024.44
"ORD201037","2023-12-13","C32347","Printer",1,249.81,"408 Main St","Cash","Pending","TRK54073964",1,"SAVE10","Google",249.81
"ORD201046","2024-10-07","C85421","Tablet",3,547.15,"466 Main St","Online","Shipped","TRK16524006",4,"WINTER15","Instagram",1641.45
"ORD201050","2023-08-20","C70659","Laptop",5,69.70,"722 Main St","Online","Returned","TRK49663597",9,"No Coupon","Instagram",348.50
"ORD201052","2023-09-11","C12301","Tablet",1,531.74,"493 Main St","Online","Shipped","TRK25145796",1,"WINTER15","Google",531.74
"ORD201053","2024-09-15","C32798","Phone",2,496.62,"679 Main St","Online","Pending","TRK37375451",2,"SAVE10","Instagram",993.24
"ORD201056","2024-06-14","C26152","Phone",2,486.35,"790 Main St","Online","Pending","TRK49382455",6,"SAVE10","Referral",972.70
"ORD201060","2024-05-07","C38024","Tablet",2,273.43,"824 Main St","Cash","Shipped","TRK93370912",7,"WINTER15","Referral",546.86
"ORD201061","2025-01-29","C25445","Laptop",5,131.70,"830 Main St","Cash","Shipped","TRK12402431",8,"FREESHIP","Google",658.50
"ORD201064","2025-02-12","C32121","Laptop",4,198.81,"654 Main St","Cash","Returned","TRK96074264",9,"FREESHIP","Referral",795.24
"ORD201067","2023-06-06","C78959","Phone",2,316.20,"384 Main St","Online","Returned","TRK37426359",2,"No Coupon","Instagram",632.40
"ORD201071","2025-06-24","C94037","Phone",2,255.14,"216 Main St","Cash","Shipped","TRK47536985",2,"No Coupon","Google",510.28
"ORD201074","2024-05-10","C21437","Phone",1,222.73,"120 Main St","Online","Returned","TRK81624772",4,"No Coupon","Google",222.73
"ORD201076","2023-05-08","C99116","Laptop",4,686.61,"176 Main St","Cash","Shipped","TRK52711973",6,"No Coupon","Referral",2746.44
"ORD201078","2023-03-18","C62627","Desk",1,41.09,"881 Main St","Online","Returned","TRK90060232",4,"WINTER15","Email",41.09
"ORD201086","2023-12-23","C46967","Tablet",2,513.42,"401 Main St","Online","Pending","TRK91439791",5,"WINTER15","Instagram",1026.84
"ORD201087","2025-03-23","C84134","Laptop",4,693.07,"530 Main St","Online","Shipped","TRK48659380",8,"SAVE10","Instagram",2772.28
"ORD201095","2024-04-23","C33051","Phone",2,441.54,"397 Main St","Online","Delivered","TRK92929755",2,"SAVE10","Email",883.08
"ORD201099","2024-09-19","C21953","Laptop",2,125.23,"272 Main St","Cash","Cancelled","TRK60774796",3,"FREESHIP","Email",250.46
"ORD201101","2025-06-08","C43546","Monitor",3,161.97,"904 Main St","Cash","Pending","TRK85871121",4,"SAVE10","Email",485.91
"ORD201103","2023-04-24","C90292","Laptop",4,276.32,"129 Main St","Online","Delivered","TRK26270357",5,"No Coupon","Google",1105.28
"ORD201104","2024-07-25","C17075","Tablet",4,314.76,"850 Main St","Online","Shipped","TRK63547510",8,"No Coupon","Instagram",1259.04
"ORD201106","2023-03-12","C34555","Chair",1,372.80,"903 Main St","Cash","Cancelled","TRK72859458",6,"SAVE10","Facebook",372.80
"ORD201107","2025-06-30","C25110","Tablet",2,63.21,"282 Main St","Online","Cancelled","TRK80963328",4,"SAVE10","Google",126.42
"ORD201108","2023-03-20","C35136","Laptop",1,634.94,"462 Main St","Online","Cancelled","TRK49753703",5,"WINTER15","Instagram",634.94
"ORD201111","2023-05-06","C24047","Monitor",4,234.45,"362 Main St","Online","Cancelled","TRK91338580",9,"FREESHIP","Instagram",937.80
"ORD201112","2023-10-13","C76929","Desk",1,356.81,"563 Main St","Online","Delivered","TRK80694400",1,"WINTER15","Instagram",356.81
"ORD201113","2023-03-19","C52914","Desk",4,209.99,"168 Main St","Cash","Delivered","TRK80819053",8,"No Coupon","Google",839.96
"ORD201115","2025-06-20","C70426","Laptop",2,336.32,"562 Main St","Online","Returned","TRK89687816",3,"No Coupon","Google",672.64
"ORD201120","2025-05-10","C22919","Tablet",1,195.86,"267 Main St","Online","Pending","TRK82416295",3,"No Coupon","Facebook",195.86
"ORD201122","2023-06-07","C38840","Monitor",5,678.19,"766 Main St","Online","Returned","TRK32496970",8,"No Coupon","Facebook",3390.95
"ORD201126","2024-07-22","C34337","Phone",5,190.11,"325 Main St","Cash","Delivered","TRK36195559",7,"SAVE10","Google",950.55
"ORD201128","2023-08-17","C49198","Monitor",3,646.79,"447 Main St","Cash","Cancelled","TRK10883354",5,"WINTER15","Google",1940.37
"ORD201129","2023-06-11","C43911","Chair",4,418.71,"239 Main St","Cash","Pending","TRK37495481",8,"FREESHIP","Instagram",1674.84
"ORD201135","2023-12-28","C11473","Printer",2,73.41,"562 Main St","Online","Shipped","TRK97793275",2,"SAVE10","Google",146.82
"ORD201137","2024-07-29","C48577","Printer",4,410.21,"841 Main St","Cash","Pending","TRK59911645",5,"WINTER15","Instagram",1640.84
"ORD201141","2025-02-16","C11998","Chair",3,498.66,"382 Main St","Cash","Cancelled","TRK26707221",6,"No Coupon","Email",1495.98
"ORD201144","2023-02-16","C88463","Desk",5,507.94,"292 Main St","Online","Cancelled","TRK88749996",9,"No Coupon","Facebook",2539.70
"ORD201146","2024-10-03","C36383","Monitor",5,421.44,"286 Main St","Cash","Pending","TRK93336357",5,"SAVE10","Instagram",2107.20
"ORD201147","2025-01-02","C19759","Chair",2,588.30,"234 Main St","Online","Pending","TRK22515454",2,"FREESHIP","Email",1176.60
"ORD201148","2024-06-25","C54886","Phone",1,355.15,"442 Main St","Cash","Returned","TRK66241930",2,"SAVE10","Email",355.15
"ORD201151","2023-01-29","C94381","Chair",2,608.04,"962 Main St","Cash","Cancelled","TRK69804304",4,"No Coupon","Google",1216.08
"ORD201154","2025-06-11","C53631","Monitor",3,198.63,"593 Main St","Cash","Pending","TRK67589167",8,"SAVE10","Instagram",595.89
"ORD201161","2023-10-16","C32570","Phone",1,11.39,"826 Main St","Cash","Cancelled","TRK35969968",6,"WINTER15","Email",11.39
"ORD201166","2023-07-31","C95568","Chair",3,324.47,"971 Main St","Cash","Delivered","TRK37075292",4,"WINTER15","Email",973.41
"ORD201169","2024-12-23","C15849","Chair",1,525.43,"643 Main St","Cash","Cancelled","TRK26794546",2,"SAVE10","Instagram",525.43
"ORD201170","2023-08-03","C94257","Printer",2,697.19,"762 Main St","Cash","Returned","TRK40220743",7,"FREESHIP","Email",1394.38
"ORD201173","2024-10-04","C82921","Monitor",1,208.36,"703 Main St","Online","Shipped","TRK31079911",4,"FREESHIP","Email",208.36
"ORD201177","2023-04-27","C23917","Printer",1,127.55,"433 Main St","Cash","Shipped","TRK44434536",3,"SAVE10","Referral",127.55
"ORD201181","2023-07-27","C70246","Desk",3,158.74,"293 Main St","Online","Pending","TRK45708320",7,"FREESHIP","Instagram",476.22
"ORD201186","2023-11-18","C65497","Monitor",1,163.32,"676 Main St","Cash","Shipped","TRK83702761",6,"WINTER15","Facebook",163.32
"ORD201189","2024-08-17","C96136","Tablet",5,389.22,"149 Main St","Cash","Cancelled","TRK60856682",7,"No Coupon","Referral",1946.10
"ORD201192","2024-02-28","C72007","Chair",3,432.85,"999 Main St","Online","Pending","TRK16240916",4,"No Coupon","Instagram",1298.55
"ORD201193","2025-06-16","C45104","Tablet",1,687.89,"348 Main St","Cash","Returned","TRK38559816",1,"FREESHIP","Email",687.89
"ORD201194","2023-11-19","C29885","Printer",3,189.44,"725 Main St","Cash","Pending","TRK62067865",4,"FREESHIP","Email",568.32
"ORD201196","2024-03-04","C20095","Monitor",2,662.53,"778 Main St","Online","Cancelled","TRK69207593",5,"No Coupon","Facebook",1325.06
"ORD201197","2023-07-13","C79674","Tablet",2,436.84,"275 Main St","Online","Delivered","TRK88039356",2,"FREESHIP","Instagram",873.68
